"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Itinerario";"Grupo";"Semestre";"Titulacion"
"Lunes";"Ampliación de Física";"Teoría y Problemas";"12:00";"13:00";"A15";NA;"M401";2;"56IM"
"Lunes";"English for Professional and Academic Communication";"Teoría y Problemas";"12:00";"14:00";"A03";NA;"M401";2;"56IM"
"Lunes";"English for Professional and Academic Communication";"Acciones Cooperativas";"12:00";"14:00";"A03";NA;"M401";2;"56IM"
"Martes";"Ampliación de Física";"Teoría y Problemas";"09:30";"11:30";"A15";NA;"M401";2;"56IM"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"09:30";"11:30";"A-111 (Aula ApS)";NA;"M401";2;"56IM"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"09:30";"11:30";"A-111 (Aula ApS)";NA;"M401";2;"56IM"
"Martes";"Hidráulica Aplicada a Proyectos de Desarrollo";"Laboratorio";"12:00";"14:00";"";NA;"M401";2;"56IM"
"Martes";"Hidráulica Aplicada a Proyectos de Desarrollo";"Teoría y Problemas";"17:30";"20:30";"A02";NA;"M401";2;"56IM"
"Miércoles";"Ingeniería del Transporte";"Teoría y Problemas";"09:30";"11:30";"A16";NA;"M401";2;"56IM"
"Miércoles";"Ingeniería del Transporte";"Teoría y Problemas";"12:00";"13:00";"A16";NA;"M401";2;"56IM"
"Miércoles";"Ingeniería de la Soldadura";"Teoría y Problemas";"13:00";"14:00";"";NA;"M401";2;"56IM"
"Miércoles";"Mecánica del Suelo y Cimentaciones Especiales";"Teoría y Problemas";"15:00";"17:00";"";NA;"M401";2;"56IM"
"Miércoles";"Mecánica del Suelo y Cimentaciones Especiales";"Teoría y Problemas";"17:30";"18:30";"";NA;"M401";2;"56IM"
"Miércoles";"Mecánica del Suelo y Cimentaciones Especiales";"Laboratorio";"18:30";"19:30";"";NA;"M401";2;"56IM"
"Jueves";"Tecnología de Fabricación de Materiales Plásticos";"Teoría y Problemas";"08:30";"10:00";"A11";NA;"M401";2;"56IM"
"Jueves";"Tecnología de Fabricación de Materiales Plásticos";"Laboratorio";"10:00";"12:00";"A11";NA;"M401";2;"56IM"
"Jueves";"Ingeniería de la Soldadura";"Teoría y Problemas";"12:00";"14:00";"";NA;"M401";2;"56IM"
"Jueves";"Ingeniería de la Soldadura";"Laboratorio";"15:30";"18:30";"";NA;"M401";2;"56IM"
"Viernes";"Seguridad y Salud en el Trabajo";"Acciones Cooperativas";"15:30";"19:30";"E303";NA;"M401";2;"56IM"
