"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"Lab EG";"D102";1;"56DD"
"Lunes";"Física I";"Teoría y Problemas";"12:00";"14:00";"A34";"D102";1;"56DD"
"Lunes";"Física I";"Laboratorio";"15:30";"19:30";"";"D102";1;"56DD"
"Martes";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"A34";"D102";1;"56DD"
"Martes";"Química";"Teoría y Problemas";"12:00";"14:00";"A34";"D102";1;"56DD"
"Miércoles";"Álgebra Lineal";"Acciones Cooperativas";"08:30";"09:30";"A26+A27";"D102";1;"56DD"
"Miércoles";"Álgebra Lineal";"Teoría y Problemas";"09:30";"11:30";"A34";"D102";1;"56DD"
"Miércoles";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"Lab EG";"D102";1;"56DD"
"Jueves";"Física I";"Teoría y Problemas";"09:30";"11:30";"A34";"D102";1;"56DD"
"Jueves";"Cálculo Infinitesimal";"Teoría y Problemas";"12:00";"14:00";"A34";"D102";1;"56DD"
"Jueves";"Cálculo Infinitesimal";"Acciones Cooperativas";"12:00";"14:00";"A34";"D102";1;"56DD"
"Jueves";"Cálculo Infinitesimal";"Acciones Cooperativas";"14:00";"15:00";"A11";"D102";1;"56DD"
"Jueves";"Cálculo Infinitesimal";"Laboratorio";"14:00";"15:00";"";"D102";1;"56DD"
"Viernes";"Química";"Teoría y Problemas";"08:30";"09:30";"A34";"D102";1;"56DD"
"Viernes";"Química";"Acciones Cooperativas";"09:30";"11:30";"A34+A25";"D102";1;"56DD"
"Viernes";"Química";"Laboratorio";"09:30";"11:30";"";"D102";1;"56DD"
"Viernes";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:00";"A34";"D102";1;"56DD"
