"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Física I";"Teoría y Problemas";"09:30";"11:30";"Online";"D102";1;"56DD"
"Lunes";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"Online";"D102";1;"56DD"
"Lunes";"Física I";"Laboratorio";"15:30";"19:30";"Online";"D102";1;"56DD"
"Martes";"Química";"Teoría y Problemas";"16:30";"19:00";"Online";"D102";1;"56DD"
"Miércoles";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"Online";"D102";1;"56DD"
"Miércoles";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:00";"Online";"D102";1;"56DD"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"A21+A22";"D102";1;"56DD"
"Jueves";"Cálculo Infinitesimal";"Teoría y Problemas";"12:00";"14:30";"B31";"D102";1;"56DD"
"Viernes";"Química";"Teoría y Problemas";"09:00";"11:30";"B31, B32";"D102";1;"56DD"
"Viernes";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:00";"B31";"D102";1;"56DD"
"Viernes";"Física I";"Teoría y Problemas";"16:30";"18:30";"Online";"D102";1;"56DD"
