"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Ampliación de Física";"Teoría y Problemas";"12:00";"13:00";"A13";"A408";2;"56IA"
"Lunes";"Comunicación Oral y Escrita";"Teoría y Problemas";"15:00";"17:00";"Mstr2";"A408";2;"56IA"
"Martes";"Ampliación de Física";"Teoría y Problemas";"09:30";"11:30";"A13";"A408";2;"56IA"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"17:30";"19:30";"A25";"A408";2;"56IA"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"17:30";"19:30";"A25";"A408";2;"56IA"
"Miércoles";"2º Idioma Extranjero: Francés";"Teoría y Problemas";"15:00";"17:00";"Mstr2";"A408";2;"56IA"
"Miércoles";"2º Idioma Extranjero: Francés";"Acciones Cooperativas";"15:00";"17:00";"Mstr2";"A408";2;"56IA"
"Miércoles";"Comunicación Oral y Escrita";"Teoría y Problemas";"17:30";"18:30";"Mstr2";"A408";2;"56IA"
"Jueves";"2º Idioma Extranjero: Francés";"Laboratorio";"15:00";"17:00";"Mstr2";"A408";2;"56IA"
"Jueves";"English for Professional and Academic Communication";"Teoría y Problemas";"17:30";"19:30";"A25";"A408";2;"56IA"
"Jueves";"English for Professional and Academic Communication";"Acciones Cooperativas";"17:30";"19:30";"A25";"A408";2;"56IA"
"Viernes";"Seguridad y Salud en el Trabajo";"Acciones Cooperativas";"15:30";"19:30";"E303";"A408";2;"56IA"
