"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Modelos, Maquetas y Prototipos";"Laboratorio";"10:30";"13:30";"";"D307";2;"56DD"
"Lunes";"Organización Industrial";"Teoría y Problemas";"17:30";"20:30";"A12+A13";"D307";2;"56DD"
"Martes";"Modelos, Maquetas y Prototipos";"Laboratorio";"10:30";"13:30";"";"D307";2;"56DD"
"Martes";"Ecodiseño y Seguridad del Producto";"Acciones Cooperativas";"15:00";"17:00";"A12+A13";"D307";2;"56DD"
"Martes";"Ampliación de Expresión Gráfica";"Laboratorio";"17:30";"20:30";"";"D307";2;"56DD"
"Miércoles";"Modelos, Maquetas y Prototipos";"Laboratorio";"10:30";"13:30";"";"D307";2;"56DD"
"Miércoles";"Taller de Diseño II";"Acciones Cooperativas";"15:00";"17:00";"A12+A13";"D307";2;"56DD"
"Miércoles";"Taller de Diseño II";"Teoría y Problemas";"17:30";"19:30";"A12+A13";"D307";2;"56DD"
"Miércoles";"Taller de Diseño II";"Acciones Cooperativas";"17:30";"19:30";"A12+A13";"D307";2;"56DD"
"Jueves";"Gestión del Diseño y la Innovación";"Teoría y Problemas";"11:00";"13:00";"A12+A13";"D307";2;"56DD"
"Jueves";"Medio Ambiente";"Teoría y Problemas";"14:30";"17:00";"A12+A13";"D307";2;"56DD"
"Jueves";"Ampliación de Expresión Gráfica";"Laboratorio";"17:30";"20:30";"";"D307";2;"56DD"
"Viernes";"Ecodiseño y Seguridad del Producto";"Teoría y Problemas";"12:00";"14:00";"A12+A13";"D307";2;"56DD"
"Viernes";"Aspectos Legales del Diseño y el Producto";"Teoría y Problemas";"15:00";"17:00";"A12+A13";"D307";2;"56DD"
"Viernes";"Ampliación de Expresión Gráfica";"Laboratorio";"17:30";"20:30";"";"D307";2;"56DD"
