"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Cálculo y Diseño de Subestaciones";"Teoría y Problemas";"09:30";"11:30";"E407";"EE507";1;"56EE"
"Lunes";"Protecciones Eléctricas";"Teoría y Problemas";"12:00";"14:00";"E407";"EE507";1;"56EE"
"Lunes";"Sistemas Electrónicos Industriales";"Teoría y Problemas";"15:00";"17:00";"A404";"EE507";1;"56EE"
"Lunes";"Protecciones Eléctricas";"Laboratorio";"17:30";"19:30";"E407";"EE507";1;"56EE"
"Lunes";"Cálculo y Diseño de Subestaciones";"Teoría y Problemas";"17:30";"20:30";"E407";"EE507";1;"56EE"
"Martes";"Cálculo y Diseño de Subestaciones";"Teoría y Problemas";"09:30";"11:30";"E407";"EE507";1;"56EE"
"Martes";"Cálculo y Diseño de Subestaciones";"Laboratorio";"09:30";"11:30";"E407";"EE507";1;"56EE"
"Martes";"Sistemas Electrónicos Industriales";"Laboratorio";"09:30";"11:30";"A408";"EE507";1;"56EE"
"Martes";"Protecciones Eléctricas";"Teoría y Problemas";"12:00";"13:00";"E407";"EE507";1;"56EE"
"Martes";"Energías Renovables";"Teoría y Problemas";"13:00";"14:00";"E407";"EE507";1;"56EE"
"Martes";"Energías Renovables";"Laboratorio";"15:30";"17:30";"E407";"EE507";1;"56EE"
"Martes";"Sistemas Electrónicos Industriales";"Teoría y Problemas";"17:30";"18:30";"A404";"EE507";1;"56EE"
"Miércoles";"Sistemas Electrónicos Industriales";"Teoría y Problemas";"09:30";"11:30";"A404";"EE507";1;"56EE"
"Miércoles";"Energías Renovables";"Teoría y Problemas";"12:00";"14:00";"E407";"EE507";1;"56EE"
"Miércoles";"Control de Máquinas y Accionamientos Eléctricos";"Laboratorio";"15:30";"17:30";"E407";"EE507";1;"56EE"
"Jueves";"Sistemas Eléctricos y de Potencia";"Teoría y Problemas";"09:30";"11:30";"E407";"EE507";1;"56EE"
"Jueves";"Control de Máquinas y Accionamientos Eléctricos";"Teoría y Problemas";"12:00";"14:00";"E407";"EE507";1;"56EE"
"Jueves";"Sistemas Electrónicos Industriales";"Teoría y Problemas";"15:00";"17:00";"A404";"EE507";1;"56EE"
"Viernes";"Sistemas Eléctricos y de Potencia";"Teoría y Problemas";"10:30";"11:30";"E407";"EE507";1;"56EE"
"Viernes";"Sistemas Electrónicos Industriales";"Laboratorio";"11:30";"13:30";"A408";"EE507";1;"56EE"
"Viernes";"Control de Máquinas y Accionamientos Eléctricos";"Teoría y Problemas";"15:00";"17:00";"E407";"EE507";1;"56EE"
"Viernes";"Cálculo y Diseño de Subestaciones";"Laboratorio";"18:30";"20:30";"E407";"EE507";1;"56EE"
"Viernes";"Sistemas Eléctricos y de Potencia";"Laboratorio";"18:30";"20:30";"E407";"EE507";1;"56EE"
