"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"English for Professional and Academic Communication";"Teoría y Problemas";"12:00";"14:00";"Mstr3+Mstr4";"A404";2;"56IA"
"Lunes";"English for Professional and Academic Communication";"Acciones Cooperativas";"12:00";"14:00";"Mstr3+Mstr4";"A404";2;"56IA"
"Lunes";"Ampliación de Física";"Teoría y Problemas";"12:00";"13:00";"A13";"A404";2;"56IA"
"Lunes";"Comunicación Oral y Escrita";"Teoría y Problemas";"13:00";"14:00";"Mstr2";"A404";2;"56IA"
"Lunes";"Ampliación de Física";"Laboratorio";"17:30";"19:30";"";"A404";2;"56IA"
"Martes";"Ampliación de Física";"Teoría y Problemas";"09:30";"11:30";"A13";"A404";2;"56IA"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"09:30";"11:30";"Mstr3+Mstr4";"A404";2;"56IA"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"09:30";"11:30";"Mstr3+Mstr4";"A404";2;"56IA"
"Martes";"Ampliación de Física";"Laboratorio";"15:30";"17:30";"";"A404";2;"56IA"
"Miércoles";"2º Idioma Extranjero: Francés";"Laboratorio";"09:30";"11:30";"A27";"A404";2;"56IA"
"Miércoles";"Comunicación Oral y Escrita";"Teoría y Problemas";"12:00";"14:00";"A25";"A404";2;"56IA"
"Jueves";"2º Idioma Extranjero: Francés";"Teoría y Problemas";"12:00";"14:00";"A27";"A404";2;"56IA"
"Jueves";"2º Idioma Extranjero: Francés";"Acciones Cooperativas";"12:00";"14:00";"A27";"A404";2;"56IA"
"Viernes";"Seguridad y Salud en el Trabajo";"Acciones Cooperativas";"15:30";"19:30";"E303";"A404";2;"56IA"
