"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Resistencia de Materiales";"Laboratorio";"11:00";"14:00";"";"E208";1;"56IE"
"Lunes";"Resistencia de Materiales";"Teoría y Problemas";"15:00";"17:00";"A34";"E208";1;"56IE"
"Lunes";"Economía General y de la Empresa";"Teoría y Problemas";"17:30";"19:30";"A34";"E208";1;"56IE"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"12:30";"14:30";"A13";"E208";1;"56IE"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"12:30";"14:30";"A13";"E208";1;"56IE"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"15:00";"17:00";"A27";"E208";1;"56IE"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"15:00";"17:00";"A27";"E208";1;"56IE"
"Martes";"Resistencia de Materiales";"Teoría y Problemas";"17:30";"18:30";"A34";"E208";1;"56IE"
"Martes";"Ciencia de Materiales";"Teoría y Problemas";"18:30";"19:30";"A34";"E208";1;"56IE"
"Miércoles";"Teoría de Circuitos";"Laboratorio";"09:30";"13:30";"";"E208";1;"56IE"
"Miércoles";"Economía General y de la Empresa";"Teoría y Problemas";"15:00";"17:00";"A34";"E208";1;"56IE"
"Miércoles";"Teoría de Circuitos";"Teoría y Problemas";"17:30";"18:30";"A34";"E208";1;"56IE"
"Miércoles";"Termodinámica";"Teoría y Problemas";"18:30";"19:30";"A34";"E208";1;"56IE"
"Jueves";"Termodinámica";"Laboratorio";"09:30";"13:30";"";"E208";1;"56IE"
"Jueves";"Termodinámica";"Teoría y Problemas";"15:00";"17:00";"A34";"E208";1;"56IE"
"Jueves";"Teoría de Circuitos";"Teoría y Problemas";"17:30";"19:30";"A34";"E208";1;"56IE"
"Viernes";"Ciencia de Materiales";"Laboratorio";"11:00";"13:30";"";"E208";1;"56IE"
"Viernes";"Ciencia de Materiales";"Teoría y Problemas";"15:00";"17:00";"A34";"E208";1;"56IE"
