"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Física I";"Teoría y Problemas";"09:30";"11:30";"Online";"D107";1;"56DD"
"Lunes";"Física I";"Laboratorio";"15:30";"19:30";"Online";"D107";1;"56DD"
"Martes";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"B21, B22";"D107";1;"56DD"
"Martes";"Química";"Teoría y Problemas";"12:00";"14:30";"B21, B22";"D107";1;"56DD"
"Martes";"Química";"Teoría y Problemas";"16:30";"19:00";"Online";"D107";1;"56DD"
"Miércoles";"Álgebra Lineal";"Teoría y Problemas";"09:30";"11:30";"B11, B12";"D107";1;"56DD"
"Miércoles";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"A21+A22, B41";"D107";1;"56DD"
"Miércoles";"Cálculo Infinitesimal";"Teoría y Problemas";"16:30";"18:30";"Online";"D107";1;"56DD"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"Online";"D107";1;"56DD"
"Jueves";"Álgebra Lineal";"Teoría y Problemas";"16:30";"18:30";"Online";"D107";1;"56DD"
"Viernes";"Física I";"Teoría y Problemas";"16:30";"18:30";"Online";"D107";1;"56DD"
