"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"Online";"M106";1;"56IM"
"Lunes";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:00";"Online";"M106";1;"56IM"
"Lunes";"Química";"Teoría y Problemas";"16:30";"19:00";"Online";"M106";1;"56IM"
"Martes";"Física I";"Teoría y Problemas";"16:30";"18:30";"Online";"M106";1;"56IM"
"Miércoles";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"A10+A11, B22";"M106";1;"56IM"
"Miércoles";"Cálculo Infinitesimal";"Teoría y Problemas";"12:00";"14:30";"";"M106";1;"56IM"
"Miércoles";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:30";"A10+A11, B22";"M106";1;"56IM"
"Jueves";"Química";"Teoría y Problemas";"09:00";"11:30";"A10+A11, B22";"M106";1;"56IM"
"Jueves";"Cálculo Infinitesimal";"Teoría y Problemas";"12:00";"14:30";"A10+A11, B22";"M106";1;"56IM"
"Jueves";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:30";"";"M106";1;"56IM"
"Viernes";"Física I";"Teoría y Problemas";"09:30";"11:30";"Online";"M106";1;"56IM"
"Viernes";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"M101";"M106";1;"56IM"
"Viernes";"Física I";"Laboratorio";"15:30";"19:30";"Online";"M106";1;"56IM"
