"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Física II";"Teoría y Problemas";"09:30";"11:30";"B32";"A104";2;"56IA"
"Lunes";"Métodos Numéricos en Ingeniería Electrónica";"Teoría y Problemas";"12:00";"14:00";"B32";"A104";2;"56IA"
"Martes";"Informática";"Teoría y Problemas";"09:30";"11:30";"B32";"A104";2;"56IA"
"Martes";"Estadística";"Teoría y Problemas";"12:00";"14:00";"B32";"A104";2;"56IA"
"Martes";"Estadística";"Acciones Cooperativas";"14:00";"15:00";"B32";"A104";2;"56IA"
"Martes";"Estadística";"Laboratorio";"14:00";"15:00";"";"A104";2;"56IA"
"Miércoles";"Ampliación de Matemáticas";"Teoría y Problemas";"09:30";"11:30";"B32";"A104";2;"56IA"
"Miércoles";"Física II";"Teoría y Problemas";"12:00";"14:00";"B32";"A104";2;"56IA"
"Miércoles";"Física II";"Teoría y Problemas";"12:00";"14:00";"";"A104";2;"56IA"
"Miércoles";"Física II";"Laboratorio";"15:30";"19:30";"";"A104";2;"56IA"
"Jueves";"Métodos Numéricos en Ingeniería Electrónica";"Laboratorio";"08:30";"09:30";"B32";"A104";2;"56IA"
"Jueves";"Métodos Numéricos en Ingeniería Electrónica";"Teoría y Problemas";"09:30";"11:30";"B32";"A104";2;"56IA"
"Jueves";"Informática";"Teoría y Problemas";"12:00";"14:00";"B32";"A104";2;"56IA"
"Viernes";"Estadística";"Teoría y Problemas";"09:30";"11:30";"B32";"A104";2;"56IA"
"Viernes";"Ampliación de Matemáticas";"Teoría y Problemas";"12:00";"14:00";"B32";"A104";2;"56IA"
"Viernes";"Ampliación de Matemáticas";"Acciones Cooperativas";"14:00";"15:00";"A25+A26";"A104";2;"56IA"
